"Player","Season","Team","Position","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Brendan Smith","19-20","NYR","D",62,688.3,3,4,1,8,45,66,87,3.89,6.67,4.55,5.89,41,24,18,90,68,14,12,5,5,-2,1,0,1
"Brendan Smith","20-21","NYR","D",48,788.83,5,3,2,10,58,78,114,2.78,8.62,6.41,3.56,41,26,7,84,74,19,20,5,5,1,0,0,0
"Brendan Smith","21-22","CAR","D",45,626.32,4,2,2,8,63,86,128,2.75,6.35,4.65,3.2,40,13,12,73,72,13,9,2,2,-4,0,0,0
"Brenden Dillon","19-20","S.J/WSH","D",69,1342.6,1,6,7,14,58,85,143,2.71,1.72,1.18,3.19,74,26,16,194,99,33,11,4,4,-22,0,0,0
"Brenden Dillon","20-21","WSH","D",56,1060.83,2,7,10,19,51,83,138,1.59,3.92,2.41,1.92,61,27,13,143,89,12,4,5,5,-8,0,0,0
"Brenden Dillon","21-22","WPG","D",79,1487.78,3,5,12,20,85,130,203,4.23,3.53,2.31,3.25,108,51,16,212,84,22,8,5,5,-14,0,0,0
"Brennan Menell","19-20","MIN","D",5,69.95,0,0,0,0,4,5,10,0.12,0,0,2.4,4,0,2,2,7,1,1,0,0,0,0,0,0
"Brent Burns","19-20","S.J","D",70,1777.33,12,17,16,45,225,324,517,11.55,5.33,3.7,3.56,115,76,49,72,39,17,8,0,0,-9,0,0,0
"Brent Burns","20-21","S.J","D",56,1463.93,7,14,8,29,138,194,294,7.99,5.07,3.61,4.12,94,47,36,31,29,18,6,0,0,-12,0,0,0
"Brent Burns","21-22","S.J","D",82,2143.15,10,25,20,55,203,293,446,8.5,4.93,3.41,2.9,150,97,68,55,60,22,8,0,0,-14,0,1,-1
"Brent Seabrook","19-20","CHI","D",32,580.77,3,0,1,4,40,51,78,1.75,7.5,5.88,3.43,61,27,3,52,44,4,1,0,0,-3,0,0,0
"Brett Connolly","19-20","FLA","R",69,1000.1,19,5,9,33,117,145,193,10.6,16.24,13.1,7.31,17,22,28,56,72,13,7,0,0,-6,6,11,-5
"Brett Connolly","20-21","CHI/FLA","R",31,376.48,3,3,0,6,26,35,57,3.52,11.54,8.57,10.06,8,8,7,44,30,2,3,0,0,1,4,9,-5
"Brett Connolly","21-22","CHI","R",9,75.57,0,1,0,1,6,9,13,0.57,0,0,6.33,3,0,2,7,2,0,0,1,0,-1,0,0,0
"Brett Howden","19-20","NYR","C",70,919.98,9,6,4,19,64,81,98,9.18,14.06,11.11,11.33,67,25,25,69,69,14,11,0,0,-3,251,270,-19
"Brett Howden","20-21","NYR","C",42,527.5,1,3,3,7,33,48,54,5.07,3.03,2.08,10.56,35,6,6,57,57,3,8,1,1,5,118,135,-17
"Brett Howden","21-22","VGK","C",47,500.82,9,6,5,20,39,60,69,6.24,23.08,15,10.4,36,14,13,62,61,6,7,0,0,1,140,151,-11
"Brett Kulak","19-20","MTL","D",56,959.87,0,4,3,7,101,127,189,3.35,0,0,2.64,50,36,13,59,106,6,4,0,0,-2,0,0,0
"Brett Kulak","20-21","MTL","D",46,740.95,2,4,2,8,57,72,113,1.92,3.51,2.78,2.67,54,33,8,28,85,10,4,0,0,-6,0,0,0
"Brett Kulak","21-22","EDM/MTL","D",74,1313.85,5,7,9,21,92,119,179,2.88,5.43,4.2,2.42,63,55,21,103,110,20,12,1,1,-8,0,0,0
"Brett Leason","21-22","WSH","R",36,322.4,3,2,1,6,45,54,67,2.87,6.67,5.56,5.31,14,4,9,16,29,2,0,0,0,-2,3,5,-2
"Brett Murray","21-22","BUF","L",19,246.3,2,3,1,6,14,22,25,2.88,14.29,9.09,13.09,2,5,4,17,16,4,4,1,1,0,0,0,0
"Brett Pesce","19-20","CAR","D",61,1334.8,4,8,6,18,104,152,222,5.92,3.85,2.63,3.89,91,39,42,22,80,12,6,1,1,-6,0,0,0
"Brett Pesce","20-21","CAR","D",55,1253.57,4,13,8,25,89,144,231,4.39,4.49,2.78,3.05,82,26,21,17,80,10,16,0,0,6,0,0,0
"Brett Pesce","21-22","CAR","D",70,1519.05,7,10,11,28,148,209,304,6.2,4.73,3.35,2.97,99,29,45,39,61,12,9,1,1,-3,0,0,0
"Brett Ritchie","19-20","BOS","R",27,280.9,2,3,1,6,34,46,57,2.96,5.88,4.35,6.43,3,4,3,89,39,3,3,1,1,0,2,3,-1
"Brett Ritchie","20-21","CGY","R",32,363.93,4,3,1,8,36,63,77,5.15,11.11,6.35,8.17,6,9,6,97,37,7,2,2,2,-5,3,6,-3
"Brett Ritchie","21-22","CGY","R",41,398.62,3,1,0,4,55,75,91,4.54,5.45,4,6.05,5,11,3,78,39,12,6,1,1,-6,1,3,-2
"Brian Boyle","19-20","FLA","C",39,482.63,6,4,5,15,56,84,100,5.86,10.71,7.14,6.98,34,13,16,65,21,6,1,1,1,-5,197,179,18
"Brian Boyle","21-22","PIT","C",66,712.07,11,5,5,21,87,109,122,7.67,12.64,10.09,7.04,39,10,20,95,51,6,5,3,3,-1,165,200,-35
"Brian Dumoulin","19-20","PIT","D",28,589.55,1,4,3,8,35,53,80,1.8,2.86,1.89,3.4,35,13,13,44,78,5,2,0,0,-3,0,0,0
"Brian Dumoulin","20-21","PIT","D",41,916.53,4,3,7,14,50,69,104,1.96,8,5.8,2.84,55,18,24,63,96,6,8,0,0,2,0,0,0
"Brian Dumoulin","21-22","PIT","D",76,1658.48,3,4,11,18,91,135,185,3.77,3.3,2.22,2.79,139,46,34,88,177,12,7,0,0,-5,0,0,0
"Brian Gibbons","19-20","CAR","C",15,146.4,0,0,0,0,9,13,16,0.61,0,0,4.69,9,7,8,7,15,2,1,0,0,-1,0,0,0
"Brian Lashoff","19-20","DET","D",9,131.02,0,0,1,1,6,10,11,0.17,0,0,1.7,7,2,0,16,15,3,0,0,0,-3,0,0,0
"Brock Boeser","19-20","VAN","R",57,1058.6,16,14,15,45,169,218,282,17.68,9.47,7.34,8.11,14,22,20,28,41,7,8,0,0,1,11,19,-8
"Brock Boeser","20-21","VAN","R",56,1081.9,23,16,10,49,141,195,247,19.1,16.31,11.79,9.79,20,31,16,32,28,8,6,0,0,-2,8,14,-6
"Brock Boeser","21-22","VAN","R",71,1319.27,23,10,13,46,195,285,391,23.74,11.79,8.07,8.33,26,21,33,35,32,10,11,0,0,1,26,26,0
"Brock McGinn","19-20","CAR","L",68,897.73,7,7,3,17,93,127,158,9.24,7.53,5.51,7.28,28,10,19,80,81,6,8,1,1,2,15,24,-9
"Brock McGinn","20-21","CAR","L",37,554.47,8,2,3,13,58,81,102,5.88,13.79,9.88,7.26,12,9,16,44,44,3,10,0,0,7,3,11,-8
"Brock McGinn","21-22","PIT","L",64,959.68,12,7,3,22,99,128,157,11.92,12.12,9.38,9.31,50,19,18,94,87,7,10,0,0,3,16,28,-12
"Brock Nelson","19-20","NYI","C",68,1282.47,26,15,13,54,175,212,272,23.08,14.86,12.26,10.89,44,52,26,49,89,16,13,0,0,-3,615,573,42
"Brock Nelson","20-21","NYI","C",56,998.58,18,10,5,33,121,171,206,19.86,14.88,10.53,11.61,26,26,22,36,62,7,7,0,0,0,349,358,-9
"Brock Nelson","21-22","NYI","C",72,1271.98,37,14,8,59,171,211,279,22.57,21.64,17.54,10.7,43,43,49,31,68,14,19,1,1,5,476,488,-12
"Bryan Little","19-20","WPG","C",7,113.05,2,2,1,5,13,15,25,1.34,15.38,13.33,8.93,3,2,2,3,3,1,2,0,0,1,48,58,-10
"Bryan Rust","19-20","PIT","R",55,1087.08,27,15,14,56,151,201,244,22.2,17.88,13.43,11.04,35,37,29,71,87,10,12,0,0,2,2,8,-6
"Bryan Rust","20-21","PIT","R",56,1104.55,22,10,10,42,154,219,258,21.19,14.29,10.05,9.68,30,30,30,62,108,9,10,0,0,1,3,3,0
"Bryan Rust","21-22","PIT","R",60,1126.22,24,22,12,58,180,252,302,25.29,13.33,9.52,10.04,24,36,22,43,73,7,10,0,0,3,1,5,-4
"Buddy Robinson","19-20","CGY","R",5,61.18,1,0,0,1,6,9,14,0.97,16.67,11.11,10.78,5,1,2,14,8,1,0,1,1,-1,0,0,0
"Buddy Robinson","20-21","CGY","R",9,64.23,0,0,0,0,6,8,13,0.5,0,0,6.25,0,2,4,14,5,0,1,0,0,1,1,2,-1
"Buddy Robinson","21-22","ANA","R",32,295.9,1,3,2,6,38,46,51,3.12,2.63,2.17,6.78,12,6,7,56,15,2,2,3,3,0,0,6,-6
"Cal Clutterbuck","19-20","NYI","R",37,496.72,3,3,1,7,35,50,55,3.73,8.57,6,7.46,38,21,12,127,58,6,9,0,0,3,4,5,-1
"Cal Clutterbuck","20-21","NYI","R",50,671.82,4,6,1,11,50,73,93,7.13,8,5.48,9.77,23,12,18,191,74,5,6,0,0,1,0,1,-1
"Cal Clutterbuck","21-22","NYI","R",59,827.97,6,1,8,15,74,95,113,8.11,8.11,6.32,8.54,23,14,21,229,85,5,13,0,0,8,11,4,7
"Cal Foote","20-21","T.B","D",35,451.12,1,1,1,3,40,61,78,1.62,2.5,1.64,2.66,29,5,1,39,57,7,4,1,1,-3,0,0,0
"Cal Foote","21-22","T.B","D",56,734.93,2,4,3,9,49,75,112,2.19,4.08,2.67,2.92,57,15,4,83,91,12,7,1,1,-5,0,0,0
